seed,alpha,N,method,id_feasible,sX,id_time,n_var,coverage_train,coverage_x1,encl_x1,coverage_x2,encl_x2,coverage_x3,encl_x3,src_state,src_input,src_additive,repr_gap,center_err,muA_mass,muB_mass,muw_mass,lambda_min,gamma
4240,4.0,10,DCM,True,0.027546650433300155,0.053236536999975215,55,1.0,0.0,0.05084503525882039,0.0,0.05084503525882039,0.025,0.05084503525882039,0.0,0.0,0.05084503525882039,6.5309870591176775,0.08227227383982627,0.0,0.0,0.635562940735255,0.0390625,8.0
4240,4.0,10,ICM-noSI,True,0.027546650770349315,0.08659409200026857,253,1.0,0.0,0.05084503401961604,0.0,0.05084503405921843,0.025,0.05084503409882082,3.960239181282093e-11,2.1724701332759047e-11,0.05084503395828895,6.530987561047811,0.08227227695869177,1.1695869694360473e-09,1.3439922421804984e-09,0.6355629244786118,0.0390625,8.0
4240,4.0,10,ICM,True,0.0345908223233422,0.11589624499993079,433,1.0,0.025,0.05583504668766894,0.025,0.055835047281925655,0.05,0.055835047876182355,5.942567058067557e-10,9.458835469401741e-11,0.055835045998823885,6.509331081110826,0.03149999939548556,1.0678692029443694e-08,6.39707735938833e-09,0.6979380749852985,0.04296875,8.0
4257,4.0,10,DCM,True,0.033029458985711,0.07054674099981639,55,1.0,0.025,0.05181767544577457,0.025,0.05181767544577457,0.0,0.05181767544577457,0.0,0.0,0.05181767544577457,4.561610989331262,0.058451699622204645,0.0,0.0,0.6477209430721821,0.015625,8.0
4257,4.0,10,ICM-noSI,True,0.026666666616947814,0.07870450600012191,253,1.0,0.025,0.05253248641086161,0.0,0.05253248705397273,0.0,0.05253248769708385,6.431111225124744e-10,0.00453248565092654,0.04800000011682394,4.211375187499358,0.049429431905355425,2.745076496200645e-08,0.10857864767125425,0.6000000014602993,0.0390625,8.0
4257,4.0,10,ICM,True,0.04416348699252888,0.12619776100018498,433,1.0,0.05,0.06663897609598239,0.0,0.06663897618282284,0.0,0.06663897626966327,8.684043641290594e-11,0.0012646162489008135,0.06537435976024115,3.186290619564709,0.05623765862372154,4.0304376629807775e-09,0.030294704477923783,0.8171794970030144,0.0390625,8.0
4274,4.0,10,DCM,True,0.02666666651474286,0.05973710200032656,55,1.0,0.0,0.0480000001572116,0.0,0.0480000001572116,0.0,0.0480000001572116,0.0,0.0,0.0480000001572116,19.064953975588896,0.17422306108722768,0.0,0.0,0.6000000019651449,0.0234375,8.0
4274,4.0,10,ICM-noSI,True,0.026666666092182,0.08978786800025773,253,1.0,0.0,0.048000001724477326,0.0,0.04800000293361795,0.0,0.048000004142758554,1.2091406156701982e-09,5.447053838655209e-10,0.04799999997063133,19.070510730888863,0.17429277769803714,4.402743344088833e-08,4.3744733938451966e-08,0.5999999996328915,0.01953125,8.0
4274,4.0,10,ICM,True,0.0384256370957597,0.1330302589999519,433,1.0,0.0,0.05883498724878331,0.075,0.05883499032531507,0.025,0.058834993401846836,3.0765317518761896e-09,2.652892027151313e-10,0.05883498390696236,2.366165423074665,0.016499999905985024,5.279569727507988e-08,1.579629507212254e-08,0.7354372988370296,0.0234375,8.0
4291,4.0,10,DCM,True,0.018954556960884043,0.04758389700009502,55,1.0,0.025,0.04800000109766655,0.0,0.04800000109766655,0.0,0.04800000109766655,0.0,0.0,0.04800000109766655,7.973938643320196,0.06629352143288654,0.0,0.0,0.6000000137208319,0.0234375,8.0
4291,4.0,10,ICM-noSI,True,0.016483200908559408,0.09603498200021932,253,1.0,0.05,0.048894495233665444,0.0,0.04889449537844248,0.0,0.048894495523219526,1.4477704542824361e-10,0.000894495088648511,0.04800000000023989,7.462588415840977,0.06316482034943281,5.388901010886531e-09,0.021379258467090146,0.6000000000029986,0.01953125,8.0
4291,4.0,10,ICM,True,0.030886034676000703,0.11956985300002998,433,1.0,0.275,0.08186576769728096,0.1,0.08186576827490596,0.05,0.08186576885253097,5.776250004911866e-10,0.004213124889087723,0.07765264223056825,1.9960236576055541,0.041803049992995556,1.5498957520654587e-08,0.1006975649087059,0.9706580278821031,0.05078125,8.0
4308,4.0,10,DCM,True,0.04071244501899964,0.05298116299991307,55,1.0,0.05,0.05762945471216674,0.025,0.05762945471216674,0.0,0.05762945471216674,0.0,0.0,0.05762945471216674,13.59656491296232,0.10588755015859566,0.0,0.0,0.7203681839020841,0.0390625,8.0
